Sens Factor =-1.804dB, SERNO: 7014696
10.054	-3.7241
10.179	-3.5650
10.306	-3.4092
10.434	-3.2565
10.564	-3.1071
10.696	-2.9607
10.829	-2.8175
10.964	-2.6773
11.1	-2.5401
11.238	-2.4059
11.378	-2.2747
11.52	-2.1465
11.663	-2.0211
11.809	-1.8986
11.956	-1.7790
12.104	-1.6621
12.255	-1.5480
12.408	-1.4367
12.562	-1.3281
12.718	-1.2221
12.877	-1.1188
13.037	-1.0181
13.199	-0.9200
13.364	-0.8244
13.53	-0.7313
13.698	-0.6407
13.869	-0.5526
14.042	-0.4669
14.216	-0.3836
14.393	-0.3026
14.573	-0.2240
14.754	-0.1476
14.938	-0.0735
15.124	-0.0016
15.312	0.0681
15.503	0.1356
15.696	0.2010
15.891	0.2643
16.089	0.3256
16.289	0.3848
16.492	0.4420
16.697	0.4972
16.905	0.5505
17.115	0.6020
17.328	0.6515
17.544	0.6992
17.763	0.7451
17.984	0.7892
18.208	0.8316
18.434	0.8723
18.664	0.9113
18.896	0.9486
19.131	0.9844
19.369	1.0185
19.611	1.0511
19.855	1.0822
20.102	1.1119
20.352	1.1400
20.605	1.1668
20.862	1.1921
21.122	1.2161
21.385	1.2388
21.651	1.2602
21.92	1.2804
22.193	1.2993
22.47	1.3170
22.749	1.3336
23.032	1.3490
23.319	1.3633
23.609	1.3766
23.903	1.3888
24.201	1.4001
24.502	1.4104
24.807	1.4197
25.116	1.4281
25.429	1.4357
25.745	1.4424
26.066	1.4483
26.39	1.4535
26.719	1.4579
27.051	1.4616
27.388	1.4646
27.729	1.4670
28.074	1.4688
28.424	1.4699
28.778	1.4706
29.136	1.4707
29.499	1.4703
29.866	1.4695
30.238	1.4683
30.614	1.4666
30.995	1.4647
31.381	1.4624
31.772	1.4598
32.167	1.4569
32.568	1.4539
32.973	1.4506
33.383	1.4472
33.799	1.4436
34.22	1.4400
34.646	1.4362
35.077	1.4325
35.514	1.4276
35.956	1.4233
36.403	1.4196
36.857	1.4165
37.315	1.4137
37.78	1.4114
38.25	1.4093
38.726	1.4075
39.209	1.4060
39.697	1.4048
40.191	1.4038
40.691	1.4032
41.198	1.4030
41.711	1.4032
42.23	1.4037
42.756	1.4044
43.288	1.4053
43.827	1.4063
44.372	1.4075
44.925	1.4090
45.484	1.4108
46.05	1.4127
46.623	1.4146
47.204	1.4167
47.791	1.4187
48.386	1.4208
48.989	1.4228
49.599	1.4247
50.216	1.4264
50.841	1.4278
51.474	1.4289
52.115	1.4298
52.764	1.4303
53.42	1.4304
54.085	1.4302
54.759	1.4294
55.44	1.4282
56.131	1.4263
56.829	1.4239
57.537	1.4208
58.253	1.4170
58.978	1.4128
59.712	1.4082
60.456	1.4033
61.208	1.3981
61.97	1.3927
62.742	1.3872
63.523	1.3814
64.314	1.3755
65.114	1.3691
65.925	1.3623
66.745	1.3549
67.576	1.3466
68.418	1.3376
69.269	1.3278
70.132	1.3173
71.005	1.3062
71.889	1.2948
72.784	1.2829
73.69	1.2706
74.607	1.2578
75.536	1.2446
76.476	1.2312
77.428	1.2175
78.392	1.2038
79.368	1.1899
80.356	1.1758
81.356	1.1617
82.369	1.1474
83.394	1.1330
84.433	1.1184
85.484	1.1037
86.548	1.0889
87.625	1.0740
88.716	1.0592
89.82	1.0445
90.939	1.0299
92.071	1.0153
93.217	1.0005
94.377	0.9857
95.552	0.9709
96.742	0.9563
97.946	0.9417
99.165	0.9273
100.4	0.9131
101.65	0.8991
102.915	0.8854
104.196	0.8720
105.493	0.8589
106.806	0.8462
108.136	0.8339
109.482	0.8218
110.845	0.8101
112.225	0.7988
113.622	0.7877
115.037	0.7767
116.469	0.7658
117.919	0.7548
119.386	0.7439
120.873	0.7329
122.377	0.7220
123.901	0.7111
125.443	0.7004
127.005	0.6898
128.586	0.6795
130.187	0.6693
131.807	0.6596
133.448	0.6504
135.109	0.6416
136.791	0.6332
138.494	0.6253
140.218	0.6179
141.964	0.6112
143.731	0.6049
145.52	0.5988
147.332	0.5930
149.166	0.5873
151.023	0.5818
152.903	0.5764
154.806	0.5711
156.734	0.5658
158.685	0.5603
160.66	0.5547
162.66	0.5489
164.685	0.5430
166.735	0.5368
168.811	0.5304
170.912	0.5238
173.04	0.5171
175.194	0.5103
177.375	0.5034
179.583	0.4964
181.819	0.4891
184.082	0.4816
186.374	0.4739
188.694	0.4662
191.043	0.4586
193.421	0.4514
195.829	0.4446
198.267	0.4381
200.735	0.4319
203.234	0.4258
205.764	0.4199
208.325	0.4140
210.919	0.4083
213.544	0.4024
216.203	0.3965
218.894	0.3904
221.619	0.3840
224.378	0.3775
227.171	0.3713
229.999	0.3652
232.862	0.3593
235.761	0.3536
238.696	0.3480
241.668	0.3425
244.676	0.3372
247.722	0.3319
250.806	0.3268
253.928	0.3219
257.089	0.3175
260.29	0.3134
263.53	0.3097
266.81	0.3062
270.132	0.3029
273.495	0.2995
276.899	0.2960
280.346	0.2922
283.836	0.2881
287.37	0.2835
290.947	0.2783
294.569	0.2727
298.236	0.2668
301.949	0.2607
305.708	0.2544
309.513	0.2483
313.366	0.2421
317.267	0.2356
321.217	0.2285
325.216	0.2207
329.264	0.2126
333.363	0.2044
337.513	0.1962
341.715	0.1883
345.969	0.1806
350.276	0.1731
354.636	0.1659
359.051	0.1591
363.521	0.1525
368.046	0.1463
372.628	0.1403
377.266	0.1343
381.963	0.1281
386.718	0.1218
391.532	0.1154
396.406	0.1089
401.341	0.1026
406.337	0.0963
411.395	0.0900
416.517	0.0838
421.702	0.0776
426.951	0.0713
432.266	0.0649
437.648	0.0586
443.096	0.0523
448.612	0.0461
454.196	0.0403
459.851	0.0350
465.575	0.0300
471.371	0.0255
477.239	0.0216
483.18	0.0182
489.195	0.0153
495.285	0.0128
501.45	0.0108
507.693	0.0089
514.013	0.0071
520.412	0.0054
526.89	0.0042
533.449	0.0035
540.09	0.0033
546.814	0.0037
553.621	0.0042
560.513	0.0048
567.49	0.0053
574.555	0.0057
581.707	0.0061
588.949	0.0064
596.281	0.0065
603.703	0.0066
611.219	0.0065
618.828	0.0063
626.531	0.0061
634.331	0.0059
642.228	0.0056
650.222	0.0054
658.317	0.0052
666.512	0.0051
674.809	0.0049
683.21	0.0049
691.715	0.0049
700.326	0.0049
709.044	0.0049
717.871	0.0049
726.807	0.0048
735.855	0.0047
745.016	0.0046
754.29	0.0045
763.68	0.0044
773.187	0.0042
782.812	0.0041
792.557	0.0040
802.424	0.0038
812.413	0.0037
822.526	0.0035
832.766	0.0033
843.133	0.0031
853.629	0.0028
864.255	0.0024
875.014	0.0019
885.907	0.0012
896.935	0.0004
908.101	-0.0004
919.406	-0.0012
930.851	-0.0020
942.439	-0.0028
954.171	-0.0036
966.049	-0.0043
978.076	-0.0050
990.251	-0.0056
1002.579	-0.0061
1015.06	-0.0065
1027.696	-0.0068
1040.489	-0.0069
1053.442	-0.0070
1066.556	-0.0069
1079.833	-0.0068
1093.276	-0.0065
1106.886	-0.0062
1120.665	-0.0058
1134.616	-0.0053
1148.741	-0.0047
1163.041	-0.0039
1177.519	-0.0030
1192.178	-0.0019
1207.019	-0.0006
1222.045	0.0008
1237.258	0.0025
1252.66	0.0042
1268.254	0.0062
1284.042	0.0084
1300.027	0.0106
1316.211	0.0131
1332.596	0.0158
1349.185	0.0186
1365.981	0.0217
1382.985	0.0251
1400.202	0.0287
1417.633	0.0325
1435.28	0.0367
1453.148	0.0412
1471.238	0.0460
1489.553	0.0511
1508.096	0.0565
1526.87	0.0620
1545.877	0.0677
1565.121	0.0737
1584.605	0.0797
1604.332	0.0860
1624.303	0.0924
1644.524	0.0989
1664.996	0.1056
1685.723	0.1124
1706.708	0.1192
1727.955	0.1263
1749.466	0.1334
1771.244	0.1407
1793.294	0.1483
1815.618	0.1559
1838.221	0.1639
1861.104	0.1720
1884.272	0.1802
1907.729	0.1887
1931.478	0.1973
1955.523	0.2062
1979.866	0.2152
2004.513	0.2243
2029.467	0.2335
2054.731	0.2430
2080.31	0.2525
2106.207	0.2623
2132.427	0.2722
2158.973	0.2823
2185.849	0.2926
2213.06	0.3030
2240.61	0.3135
2268.503	0.3237
2296.743	0.3339
2325.334	0.3444
2354.282	0.3551
2383.59	0.3661
2413.262	0.3773
2443.305	0.3890
2473.721	0.4008
2504.515	0.4129
2535.693	0.4253
2567.26	0.4378
2599.219	0.4506
2631.576	0.4635
2664.335	0.4766
2697.503	0.4899
2731.084	0.5034
2765.082	0.5170
2799.504	0.5307
2834.354	0.5446
2869.638	0.5587
2905.362	0.5729
2941.53	0.5873
2978.148	0.6018
3015.222	0.6165
3052.758	0.6314
3090.761	0.6464
3129.237	0.6617
3168.192	0.6772
3207.632	0.6931
3247.563	0.7092
3287.991	0.7256
3328.923	0.7425
3370.364	0.7598
3412.32	0.7775
3454.799	0.7957
3497.807	0.8143
3541.351	0.8335
3585.436	0.8532
3630.07	0.8734
3675.26	0.8942
3721.012	0.9159
3767.334	0.9385
3814.233	0.9619
3861.715	0.9860
3909.789	1.0107
3958.46	1.0358
4007.738	1.0615
4057.63	1.0877
4108.142	1.1145
4159.283	1.1418
4211.061	1.1696
4263.483	1.1980
4316.559	1.2268
4370.294	1.2561
4424.699	1.2857
4479.781	1.3156
4535.548	1.3457
4592.01	1.3759
4649.175	1.4063
4707.051	1.4365
4765.648	1.4667
4824.975	1.4966
4885.039	1.5261
4945.852	1.5552
5007.421	1.5837
5069.757	1.6115
5132.87	1.6385
5196.768	1.6648
5261.46	1.6903
5326.959	1.7148
5393.273	1.7385
5460.413	1.7614
5528.388	1.7834
5597.209	1.8048
5666.887	1.8256
5737.433	1.8458
5808.857	1.8655
5881.169	1.8848
5954.383	1.9036
6028.507	1.9221
6103.555	1.9402
6179.536	1.9582
6256.464	1.9759
6334.349	1.9935
6413.204	2.0109
6493.04	2.0281
6573.87	2.0452
6655.706	2.0621
6738.562	2.0786
6822.448	2.0948
6907.379	2.1103
6993.367	2.1253
7080.426	2.1395
7168.568	2.1529
7257.808	2.1655
7348.158	2.1772
7439.633	2.1878
7532.248	2.1974
7626.015	2.2059
7720.949	2.2132
7817.065	2.2194
7914.377	2.2246
8012.901	2.2289
8112.652	2.2323
8213.645	2.2349
8315.894	2.2366
8419.416	2.2376
8524.228	2.2379
8630.343	2.2375
8737.78	2.2365
8846.555	2.2348
8956.683	2.2325
9068.182	2.2294
9181.069	2.2253
9295.362	2.2203
9411.078	2.2140
9528.233	2.2064
9646.849	2.1975
9766.939	2.1872
9888.525	2.1755
10011.625	2.1624
10136.257	2.1478
10262.44	2.1317
10390.195	2.1146
10519.54	2.0970
10650.495	2.0793
10783.08	2.0620
10917.316	2.0473
11053.223	2.0383
11190.821	2.0339
11330.133	2.0299
11471.179	2.0251
11613.98	2.0193
11758.561	2.0124
11904.939	2.0038
12053.141	1.9930
12203.188	1.9798
12355.102	1.9642
12508.907	1.9466
12664.627	1.9277
12822.286	1.9072
12981.907	1.8852
13143.516	1.8622
13307.136	1.8387
13472.793	1.8147
13640.512	1.7904
13810.319	1.7660
13982.24	1.7415
14156.302	1.7163
14332.529	1.6905
14510.951	1.6642
14691.595	1.6367
14874.486	1.6084
15059.655	1.5791
15247.129	1.5483
15436.937	1.5164
15629.106	1.4836
15823.669	1.4503
16020.654	1.4164
16220.091	1.3821
16422.01	1.3478
16626.443	1.3142
16833.422	1.2820
17042.977	1.2509
17255.141	1.2208
17469.945	1.1910
17687.424	1.1605
17907.609	1.1497
18130.537	1.1347
